Location,Temperature,Humidity,RainToday
WaggaWagga,30.7,23,No
WaggaWagga,31.5,27,No
WaggaWagga,32.1,27,No
WaggaWagga,33.5,23,No
WaggaWagga,38.3,12,No
WaggaWagga,34,24,No
WaggaWagga,34.8,29,No
WaggaWagga,33.6,31,No
WaggaWagga,32.5,30,No
WaggaWagga,33.2,28,No
WaggaWagga,28.2,63,No
WaggaWagga,32.9,32,Yes
WaggaWagga,35.6,26,No
WaggaWagga,30.3,42,No
WaggaWagga,30,43,Yes
WaggaWagga,33.1,29,No
WaggaWagga,34,27,No
WaggaWagga,34.5,26,No
WaggaWagga,34.3,26,No
WaggaWagga,35.8,27,No
WaggaWagga,32.4,39,Yes
WaggaWagga,30.2,38,No
WaggaWagga,29.7,46,No
WaggaWagga,32.7,22,No
WaggaWagga,35.8,16,No
WaggaWagga,29.8,29,No
WaggaWagga,31,27,No
WaggaWagga,31.5,33,No
WaggaWagga,31.9,8,No
WaggaWagga,24,14,No
WaggaWagga,24.5,30,No
WaggaWagga,26.9,32,No
WaggaWagga,30.4,20,No
WaggaWagga,30.6,19,No
WaggaWagga,30.8,23,No
WaggaWagga,32.4,20,No
WaggaWagga,30.4,11,No
WaggaWagga,28.7,28,No
WaggaWagga,29.3,24,No
WaggaWagga,30.3,12,No
WaggaWagga,27.4,24,No
WaggaWagga,29,28,No
WaggaWagga,30,30,No
WaggaWagga,34,21,No
WaggaWagga,26.8,18,No
WaggaWagga,27.6,26,No
WaggaWagga,30.6,34,No
WaggaWagga,32.1,30,No
WaggaWagga,24.3,36,No
WaggaWagga,24.7,33,No
WaggaWagga,20.4,19,No
WaggaWagga,21.4,32,No
WaggaWagga,23.6,24,No
WaggaWagga,24.1,27,No
WaggaWagga,27.1,25,No
WaggaWagga,28.7,26,No
WaggaWagga,29.5,31,No
WaggaWagga,26.4,41,No
WaggaWagga,28.2,32,No
WaggaWagga,22.1,53,No
WaggaWagga,23.9,48,Yes
WaggaWagga,20.5,57,Yes
WaggaWagga,14.3,81,Yes
WaggaWagga,21,37,Yes
WaggaWagga,21.8,32,No
WaggaWagga,23.4,32,No
WaggaWagga,23.8,38,No
WaggaWagga,25.5,29,No
WaggaWagga,25.3,29,No
WaggaWagga,25.1,37,No
WaggaWagga,25.1,49,No
WaggaWagga,27.1,21,No
WaggaWagga,18.4,93,Yes
WaggaWagga,20,90,Yes
WaggaWagga,17.2,60,Yes
WaggaWagga,19.3,31,No
WaggaWagga,20.3,27,No
WaggaWagga,23,40,No
WaggaWagga,24.8,42,No
WaggaWagga,20.5,51,No
WaggaWagga,18.5,74,Yes
WaggaWagga,18.8,53,Yes
WaggaWagga,17.5,44,No
WaggaWagga,18.5,35,No
WaggaWagga,20,37,No
WaggaWagga,21,42,No
WaggaWagga,22.1,44,No
WaggaWagga,23.1,45,No
WaggaWagga,24.3,34,No
WaggaWagga,23,34,No
WaggaWagga,21.9,23,No
WaggaWagga,16.2,39,No
WaggaWagga,15.9,44,No
WaggaWagga,14.7,45,No
WaggaWagga,17.1,47,No
WaggaWagga,13.7,91,No
WaggaWagga,17.5,63,Yes
WaggaWagga,14.9,60,No
WaggaWagga,12.7,43,No
WaggaWagga,14.4,52,No
WaggaWagga,17.6,46,No
WaggaWagga,18.7,43,No
WaggaWagga,18.5,44,No
WaggaWagga,18.6,41,No
WaggaWagga,19,89,No
WaggaWagga,18.3,71,Yes
WaggaWagga,16.4,59,No
WaggaWagga,17.5,39,No
WaggaWagga,16.1,48,No
WaggaWagga,15.6,51,No
WaggaWagga,17.3,48,No
WaggaWagga,14.2,54,No
WaggaWagga,13.9,84,No
WaggaWagga,19.5,62,No
WaggaWagga,16.8,52,No
WaggaWagga,15.5,48,No
WaggaWagga,14.9,51,No
WaggaWagga,11.2,47,Yes
WaggaWagga,12.2,38,No
WaggaWagga,12.8,44,No
WaggaWagga,12.2,49,No
WaggaWagga,13.2,55,Yes
WaggaWagga,13.2,62,No
WaggaWagga,15.4,53,No
WaggaWagga,17.8,42,No
WaggaWagga,14.3,69,No
WaggaWagga,13.9,43,No
WaggaWagga,16.5,46,No
WaggaWagga,16,56,No
WaggaWagga,16.1,56,No
WaggaWagga,17.8,56,No
WaggaWagga,16.5,61,No
WaggaWagga,14.7,94,Yes
WaggaWagga,14.7,97,Yes
WaggaWagga,11.3,97,Yes
WaggaWagga,14.7,52,Yes
WaggaWagga,12.9,56,No
WaggaWagga,13.5,56,No
WaggaWagga,13.2,63,No
WaggaWagga,15.7,65,No
WaggaWagga,16.3,72,No
WaggaWagga,12.9,78,No
WaggaWagga,14.3,64,No
WaggaWagga,12.9,62,No
WaggaWagga,9.2,69,No
WaggaWagga,14.9,55,No
WaggaWagga,10.1,63,No
WaggaWagga,9.5,68,No
WaggaWagga,12.2,77,No
WaggaWagga,10.8,49,No
WaggaWagga,10.5,51,No
WaggaWagga,11.2,62,No
WaggaWagga,11.9,55,No
WaggaWagga,14.2,56,No
WaggaWagga,14.6,49,No
WaggaWagga,14.2,53,No
WaggaWagga,14.6,67,Yes
WaggaWagga,13.4,84,No
WaggaWagga,9.7,73,Yes
WaggaWagga,11,72,Yes
WaggaWagga,8.6,63,Yes
WaggaWagga,8,87,Yes
WaggaWagga,11.8,67,Yes
WaggaWagga,11.4,55,No
WaggaWagga,12.8,49,No
WaggaWagga,13.6,48,No
WaggaWagga,14.8,49,No
WaggaWagga,16.6,55,No
WaggaWagga,11.6,91,Yes
WaggaWagga,16.9,40,Yes
WaggaWagga,13.7,79,No
WaggaWagga,13.4,58,Yes
WaggaWagga,11.7,55,No
WaggaWagga,10.3,64,Yes
WaggaWagga,11.5,69,No
WaggaWagga,12.5,53,No
WaggaWagga,13,56,No
WaggaWagga,14,61,No
WaggaWagga,13.9,81,No
WaggaWagga,12.2,72,Yes
WaggaWagga,11.4,74,No
WaggaWagga,8.3,54,No
WaggaWagga,10.1,90,Yes
WaggaWagga,8.9,78,Yes
WaggaWagga,12.5,67,No
WaggaWagga,13.2,63,No
WaggaWagga,12.8,68,No
WaggaWagga,15.9,47,No
WaggaWagga,14.5,45,No
WaggaWagga,8.1,94,No
WaggaWagga,11.6,72,Yes
WaggaWagga,13.1,74,No
WaggaWagga,15.8,51,No
WaggaWagga,15,61,No
WaggaWagga,13.4,72,No
WaggaWagga,11.5,52,Yes
WaggaWagga,12.7,54,No
WaggaWagga,17.1,47,No
WaggaWagga,17,65,No
WaggaWagga,20.9,47,Yes
WaggaWagga,15.7,77,No
WaggaWagga,14.8,92,No
WaggaWagga,13.4,85,Yes
WaggaWagga,17,53,Yes
WaggaWagga,13.2,93,Yes
WaggaWagga,14.6,62,Yes
WaggaWagga,12.4,52,No
WaggaWagga,13.4,64,No
WaggaWagga,14.7,55,No
WaggaWagga,14.2,54,No
WaggaWagga,17.2,52,No
WaggaWagga,14.7,77,Yes
WaggaWagga,16.3,60,Yes
WaggaWagga,16.2,56,No
WaggaWagga,16.5,56,No
WaggaWagga,13.1,56,No
WaggaWagga,13.7,78,No
WaggaWagga,16,63,No
WaggaWagga,17.8,50,No
WaggaWagga,19.9,48,No
WaggaWagga,21.9,41,No
WaggaWagga,22.7,50,No
WaggaWagga,24.5,42,No
WaggaWagga,17.8,49,No
WaggaWagga,16.6,47,No
WaggaWagga,17.5,46,No
WaggaWagga,19.3,46,No
WaggaWagga,19.9,50,No
WaggaWagga,20.5,49,No
WaggaWagga,21.7,49,No
WaggaWagga,15.2,50,No
WaggaWagga,16.1,28,No
WaggaWagga,17.1,40,No
WaggaWagga,18.3,39,No
WaggaWagga,20.1,38,No
WaggaWagga,20.5,41,No
WaggaWagga,22.1,33,No
WaggaWagga,21.7,33,No
WaggaWagga,20.4,33,No
WaggaWagga,20.7,34,No
WaggaWagga,24.7,37,No
WaggaWagga,27.3,31,No
WaggaWagga,31.4,25,No
WaggaWagga,32.1,25,No
WaggaWagga,34.7,8,No
WaggaWagga,22.8,43,No
WaggaWagga,24.1,37,No
WaggaWagga,28.1,41,No
WaggaWagga,29,32,No
WaggaWagga,24.1,54,No
WaggaWagga,24.8,40,Yes
WaggaWagga,24.3,41,No
WaggaWagga,27.8,37,No
WaggaWagga,31.1,33,No
WaggaWagga,32.1,20,No
WaggaWagga,28.4,39,No
WaggaWagga,28.7,40,No
WaggaWagga,30.2,37,No
WaggaWagga,33.1,26,No
WaggaWagga,22.1,80,Yes
WaggaWagga,24.9,54,Yes
WaggaWagga,24,37,No
WaggaWagga,26.6,25,No
WaggaWagga,30,17,No
WaggaWagga,27.5,34,No
WaggaWagga,24.2,25,No
WaggaWagga,24.4,24,No
WaggaWagga,27.8,18,No
WaggaWagga,27.6,33,No
WaggaWagga,22.3,94,No
WaggaWagga,26.9,60,Yes
WaggaWagga,27.1,38,Yes
WaggaWagga,27.3,34,No
WaggaWagga,26,59,No
WaggaWagga,23.1,85,Yes
WaggaWagga,24.1,82,Yes
WaggaWagga,22.4,40,Yes
WaggaWagga,25.1,33,No
WaggaWagga,29,32,No
WaggaWagga,32,24,No
WaggaWagga,24.4,58,No
WaggaWagga,27,51,No
WaggaWagga,24.9,62,Yes
WaggaWagga,25.2,38,Yes
WaggaWagga,25.2,40,Yes
WaggaWagga,25.8,35,No
WaggaWagga,29.6,25,No
WaggaWagga,33.4,17,No
WaggaWagga,37,21,No
WaggaWagga,36.2,17,No
WaggaWagga,26.1,25,No
WaggaWagga,27.3,31,No
WaggaWagga,26.2,19,No
WaggaWagga,28.7,19,No
WaggaWagga,33.6,10,No
WaggaWagga,22.2,21,No
WaggaWagga,23,15,No
WaggaWagga,27.7,21,No
WaggaWagga,27.5,19,No
WaggaWagga,31.2,19,No
WaggaWagga,32,24,No
WaggaWagga,22.6,13,No
WaggaWagga,28.9,22,No
WaggaWagga,31.4,22,No
WaggaWagga,33.5,15,No
WaggaWagga,36.1,12,No
WaggaWagga,33.2,25,No
WaggaWagga,26.4,74,No
WaggaWagga,31.2,21,Yes
WaggaWagga,32.4,16,No
WaggaWagga,27.1,17,No
WaggaWagga,25.7,11,No
WaggaWagga,29,12,No
WaggaWagga,34.9,8,No
WaggaWagga,33.3,13,No
WaggaWagga,35.4,6,No
WaggaWagga,33,23,No
WaggaWagga,36.2,20,No
WaggaWagga,39,12,No
WaggaWagga,40.9,10,No
WaggaWagga,26.3,31,Yes
WaggaWagga,28.7,33,No
WaggaWagga,30.5,29,No
WaggaWagga,30.4,17,No
WaggaWagga,31.7,22,No
WaggaWagga,22.1,90,Yes
WaggaWagga,25.6,23,Yes
WaggaWagga,27.5,26,No
WaggaWagga,30.9,28,No
WaggaWagga,33.6,17,No
WaggaWagga,35.4,15,No
WaggaWagga,36.6,19,No
WaggaWagga,31.6,25,Yes
WaggaWagga,27.7,32,No
WaggaWagga,25,45,No
WaggaWagga,21,82,Yes
WaggaWagga,27.7,47,Yes
WaggaWagga,29.1,23,No
WaggaWagga,31.5,23,No
WaggaWagga,34.4,18,No
WaggaWagga,37.2,18,No
WaggaWagga,38.9,8,No
WaggaWagga,39.8,15,No
WaggaWagga,43.2,10,No
WaggaWagga,32.2,52,No
WaggaWagga,27.7,17,Yes
WaggaWagga,28.3,25,No
WaggaWagga,28.5,24,No
WaggaWagga,32.6,19,No
WaggaWagga,38.5,11,No
WaggaWagga,38.2,17,No
WaggaWagga,34.4,40,No
WaggaWagga,26,91,No
WaggaWagga,31.8,33,Yes
WaggaWagga,32.6,29,No
WaggaWagga,34.1,26,No
WaggaWagga,34.1,28,No
WaggaWagga,24.7,64,Yes
WaggaWagga,31.8,44,Yes
WaggaWagga,25.1,49,Yes
WaggaWagga,29.1,29,No
WaggaWagga,22.6,53,Yes
WaggaWagga,24.7,51,Yes
WaggaWagga,29.2,34,No
WaggaWagga,26.4,56,No
WaggaWagga,30.8,35,No
WaggaWagga,28.7,30,No
WaggaWagga,29.1,34,No
WaggaWagga,31.2,35,No
WaggaWagga,34.3,27,No
WaggaWagga,34.3,25,No
WaggaWagga,35.9,11,No
WaggaWagga,34.8,16,No
WaggaWagga,34.6,23,No
WaggaWagga,37.3,14,No
WaggaWagga,32.7,13,No
WaggaWagga,30.6,14,No
WaggaWagga,27.2,20,No
WaggaWagga,26.6,23,No
WaggaWagga,30.7,27,No
WaggaWagga,33.6,19,No
WaggaWagga,32.5,19,No
WaggaWagga,34.5,23,No
WaggaWagga,36,24,No
WaggaWagga,38.6,15,No
WaggaWagga,40.1,13,No
WaggaWagga,37.2,15,No
WaggaWagga,32.7,13,No
WaggaWagga,32.4,23,No
WaggaWagga,33.9,23,No
WaggaWagga,33.8,22,No
WaggaWagga,35.3,24,No
WaggaWagga,37.5,11,No
WaggaWagga,37.8,15,No
WaggaWagga,35.4,24,Yes
WaggaWagga,37,22,No
WaggaWagga,37.9,14,No
WaggaWagga,36.9,21,No
WaggaWagga,36.7,20,No
WaggaWagga,36.6,22,No
WaggaWagga,35.7,24,No
WaggaWagga,28.8,57,Yes
WaggaWagga,34.8,36,No
WaggaWagga,34.8,28,No
WaggaWagga,35.3,16,No
WaggaWagga,29.8,36,No
WaggaWagga,30.5,30,No
WaggaWagga,31.2,30,No
WaggaWagga,22,48,Yes
WaggaWagga,21.6,31,Yes
WaggaWagga,24.4,28,No
WaggaWagga,24.6,21,No
WaggaWagga,26.3,31,No
WaggaWagga,26.8,26,No
WaggaWagga,26.7,31,No
WaggaWagga,28,31,No
WaggaWagga,26.2,22,No
WaggaWagga,26.9,31,No
WaggaWagga,27.4,29,No
WaggaWagga,26,19,No
WaggaWagga,24.1,33,No
WaggaWagga,24.9,33,No
WaggaWagga,26.3,16,No
WaggaWagga,30.2,17,No
WaggaWagga,25.5,26,No
WaggaWagga,29.7,25,No
WaggaWagga,33,18,No
WaggaWagga,33.2,13,No
WaggaWagga,23.2,20,No
WaggaWagga,21.8,26,No
WaggaWagga,24,23,No
WaggaWagga,24.1,30,No
WaggaWagga,24.2,32,No
WaggaWagga,25.1,36,No
WaggaWagga,26.8,32,No
WaggaWagga,28.3,26,No
WaggaWagga,29.3,24,No
WaggaWagga,26.7,37,No
WaggaWagga,25.3,42,Yes
WaggaWagga,25.1,34,No
WaggaWagga,25.8,33,No
WaggaWagga,26.8,26,No
WaggaWagga,25.8,33,No
WaggaWagga,24.2,52,Yes
WaggaWagga,23.5,24,No
WaggaWagga,24.1,25,No
WaggaWagga,24.2,32,No
WaggaWagga,25.3,22,No
WaggaWagga,26.6,28,No
WaggaWagga,27.5,29,No
WaggaWagga,27.3,78,No
WaggaWagga,24.2,57,Yes
WaggaWagga,19.9,39,Yes
WaggaWagga,17.8,38,No
WaggaWagga,22.1,26,No
WaggaWagga,17.4,38,No
WaggaWagga,20.4,36,No
WaggaWagga,24.9,33,No
WaggaWagga,24.3,36,NaN
WaggaWagga,18.3,94,Yes
WaggaWagga,19.2,78,Yes
WaggaWagga,16.3,73,Yes
WaggaWagga,15.4,60,Yes
WaggaWagga,16.5,84,No
WaggaWagga,20.4,51,No
WaggaWagga,20.8,55,No
WaggaWagga,22.1,38,No
WaggaWagga,20.9,51,No
WaggaWagga,18,46,Yes
WaggaWagga,17.1,48,No
WaggaWagga,18.7,52,No
WaggaWagga,17.6,62,No
WaggaWagga,19,55,No
WaggaWagga,24.1,40,No
WaggaWagga,16.6,45,Yes
WaggaWagga,15.8,48,No
WaggaWagga,14.6,70,No
WaggaWagga,12.7,92,Yes
WaggaWagga,13.9,49,Yes
WaggaWagga,12.9,73,Yes
WaggaWagga,11.1,80,No
WaggaWagga,13.2,52,No
WaggaWagga,16.6,50,No
WaggaWagga,16.9,55,No
WaggaWagga,17.7,43,No
WaggaWagga,12.8,92,Yes
WaggaWagga,15.5,91,Yes
WaggaWagga,13.7,91,Yes
WaggaWagga,12.1,77,Yes
WaggaWagga,11.8,92,Yes
WaggaWagga,15.3,63,Yes
WaggaWagga,16.5,65,No
WaggaWagga,13.6,66,No
WaggaWagga,13.5,61,No
WaggaWagga,12.8,53,No
WaggaWagga,15.1,50,No
WaggaWagga,16.2,49,No
WaggaWagga,13.9,52,No
WaggaWagga,15.9,63,No
WaggaWagga,15.3,87,Yes
WaggaWagga,17.7,73,Yes
WaggaWagga,13,91,No
WaggaWagga,15.1,85,Yes
WaggaWagga,11.5,87,No
WaggaWagga,12.9,64,Yes
WaggaWagga,12.7,75,No
WaggaWagga,8.2,81,Yes
WaggaWagga,8.9,64,Yes
WaggaWagga,6.6,79,No
WaggaWagga,9,65,No
WaggaWagga,12.6,64,No
WaggaWagga,14.3,63,No
WaggaWagga,11.9,71,No
WaggaWagga,11.1,74,Yes
WaggaWagga,12.3,81,No
WaggaWagga,12,84,No
WaggaWagga,12.4,67,No
WaggaWagga,10.2,93,Yes
WaggaWagga,14.9,69,Yes
WaggaWagga,17.4,43,No
WaggaWagga,12,95,Yes
WaggaWagga,14.2,72,Yes
WaggaWagga,14.2,67,No
WaggaWagga,16,42,Yes
WaggaWagga,14.1,52,No
WaggaWagga,8.9,58,No
WaggaWagga,10.7,68,No
WaggaWagga,12.7,64,No
WaggaWagga,15.8,54,No
WaggaWagga,17.1,52,No
WaggaWagga,16,75,No
WaggaWagga,16.3,86,Yes
WaggaWagga,17,78,Yes
WaggaWagga,16.2,88,No
WaggaWagga,19.9,84,Yes
WaggaWagga,10.9,46,Yes
WaggaWagga,10.4,81,No
WaggaWagga,10.8,83,Yes
WaggaWagga,11.9,52,Yes
WaggaWagga,11.7,80,Yes
WaggaWagga,10.5,79,No
WaggaWagga,10.5,75,No
WaggaWagga,11.4,67,No
WaggaWagga,15.7,67,No
WaggaWagga,11.9,92,No
WaggaWagga,12.2,52,Yes
WaggaWagga,14.9,50,No
WaggaWagga,15.2,40,No
WaggaWagga,15.5,42,No
WaggaWagga,14,47,No
WaggaWagga,14.9,57,No
WaggaWagga,16,49,No
WaggaWagga,17.1,64,No
WaggaWagga,16,48,Yes
WaggaWagga,12.4,51,No
WaggaWagga,11.7,56,No
WaggaWagga,15.8,54,No
WaggaWagga,16.5,54,No
WaggaWagga,17.1,57,No
WaggaWagga,18.9,51,No
WaggaWagga,17.5,61,No
WaggaWagga,20.4,50,No
WaggaWagga,17.5,66,No
WaggaWagga,10.7,70,Yes
WaggaWagga,14.7,58,Yes
WaggaWagga,12.7,61,No
WaggaWagga,10.9,76,Yes
WaggaWagga,12.9,83,No
WaggaWagga,11.3,70,Yes
WaggaWagga,13,55,No
WaggaWagga,13.3,49,No
WaggaWagga,16.8,44,No
WaggaWagga,15.4,54,No
WaggaWagga,19.2,56,No
WaggaWagga,18.4,63,Yes
WaggaWagga,17.4,49,Yes
WaggaWagga,12.4,91,No
WaggaWagga,15.1,60,Yes
WaggaWagga,11.7,75,Yes
WaggaWagga,16.4,59,No
WaggaWagga,18.8,59,No
WaggaWagga,20,58,No
WaggaWagga,21.3,62,No
WaggaWagga,17.4,90,No
WaggaWagga,14.7,84,Yes
WaggaWagga,15.2,65,No
WaggaWagga,17.9,48,No
WaggaWagga,17.8,68,No
WaggaWagga,16.1,59,Yes
WaggaWagga,13.9,64,Yes
WaggaWagga,16.4,59,Yes
WaggaWagga,17.4,56,No
WaggaWagga,13.6,96,Yes
WaggaWagga,14.2,61,Yes
WaggaWagga,15.3,57,No
WaggaWagga,15.3,80,Yes
WaggaWagga,16.6,67,Yes
WaggaWagga,18.8,56,No
WaggaWagga,20.2,55,No
WaggaWagga,17.2,60,No
WaggaWagga,15.7,50,No
WaggaWagga,14.5,55,Yes
WaggaWagga,18.5,48,No
WaggaWagga,15.9,42,Yes
WaggaWagga,13.2,72,Yes
WaggaWagga,14.8,80,Yes
WaggaWagga,21.6,40,Yes
WaggaWagga,15.6,48,Yes
WaggaWagga,17.5,58,Yes
WaggaWagga,16,51,Yes
WaggaWagga,21.5,54,No
WaggaWagga,25.4,42,No
WaggaWagga,21.4,32,No
WaggaWagga,20.8,68,No
WaggaWagga,11.8,86,No
WaggaWagga,14.2,48,Yes
WaggaWagga,16.8,53,No
WaggaWagga,18,43,No
WaggaWagga,20.3,41,No
WaggaWagga,22.2,34,No
WaggaWagga,25.6,41,No
WaggaWagga,17.5,47,Yes
WaggaWagga,18.7,49,No
WaggaWagga,15.9,35,No
WaggaWagga,20.3,36,No
WaggaWagga,23.8,43,No
WaggaWagga,15.8,38,No
WaggaWagga,17.6,42,No
WaggaWagga,19.7,40,No
WaggaWagga,23.1,33,No
WaggaWagga,25.2,32,No
WaggaWagga,22.1,35,No
WaggaWagga,23.4,44,No
WaggaWagga,26.8,53,No
WaggaWagga,23.2,78,No
WaggaWagga,16.8,33,Yes
WaggaWagga,20.3,30,No
WaggaWagga,20.5,35,No
WaggaWagga,24,29,No
WaggaWagga,27.4,21,No
WaggaWagga,19,31,No
WaggaWagga,21.6,32,No
WaggaWagga,29.5,18,No
WaggaWagga,24.5,46,No
WaggaWagga,26.3,36,No
WaggaWagga,26.5,23,No
WaggaWagga,28.8,24,No
WaggaWagga,28.9,21,NaN
WaggaWagga,18.5,75,NaN
WaggaWagga,21.1,50,Yes
WaggaWagga,22.3,31,No
WaggaWagga,27.3,31,No
WaggaWagga,29.5,28,No
WaggaWagga,34.3,16,No
WaggaWagga,34,19,NaN
WaggaWagga,33.7,29,NaN
WaggaWagga,36.2,14,Yes
WaggaWagga,31.1,37,No
WaggaWagga,21.1,44,No
WaggaWagga,22.5,25,Yes
WaggaWagga,23.7,23,No
WaggaWagga,26,24,No
WaggaWagga,28.3,22,No
WaggaWagga,30.2,15,No
WaggaWagga,30.2,12,No
WaggaWagga,33.3,9,No
WaggaWagga,30.5,19,No
WaggaWagga,32.3,16,No
WaggaWagga,33.3,12,No
WaggaWagga,34.5,18,No
WaggaWagga,34.5,28,No
WaggaWagga,24.3,38,Yes
WaggaWagga,29.8,20,No
WaggaWagga,33.3,29,No
WaggaWagga,22.1,23,No
WaggaWagga,27.2,13,No
WaggaWagga,30.5,19,No
WaggaWagga,34,17,No
WaggaWagga,37.4,11,No
WaggaWagga,30.2,28,No
WaggaWagga,25.5,48,No
WaggaWagga,23.2,73,Yes
WaggaWagga,29.3,17,NaN
WaggaWagga,26.5,18,NaN
WaggaWagga,29.8,27,Yes
WaggaWagga,30.4,30,No
WaggaWagga,28.3,21,No
WaggaWagga,32,27,No
WaggaWagga,34.2,26,No
WaggaWagga,34.6,25,No
WaggaWagga,33.9,21,No
WaggaWagga,34.8,27,No
WaggaWagga,37,20,No
WaggaWagga,36.8,20,No
WaggaWagga,31.7,74,NaN
WaggaWagga,35.1,47,NaN
WaggaWagga,33.4,26,NaN
WaggaWagga,31.5,27,NaN
WaggaWagga,32.7,26,Yes
WaggaWagga,32,22,No
WaggaWagga,30.4,29,No
WaggaWagga,32.9,22,No
WaggaWagga,35.3,18,No
WaggaWagga,35.4,22,No
WaggaWagga,35.9,25,No
WaggaWagga,35.9,42,No
WaggaWagga,33.7,39,No
WaggaWagga,36.7,18,No
WaggaWagga,36.8,7,No
WaggaWagga,41.4,19,No
WaggaWagga,27.6,27,NaN
WaggaWagga,33.3,13,NaN
WaggaWagga,36.1,15,Yes
WaggaWagga,41.5,16,No
WaggaWagga,38.2,18,No
WaggaWagga,34.5,22,NaN
WaggaWagga,27.9,80,No
WaggaWagga,31.8,17,NaN
WaggaWagga,35,24,NaN
WaggaWagga,39.7,24,Yes
WaggaWagga,34.9,39,No
WaggaWagga,32.8,27,No
WaggaWagga,35.1,14,No
WaggaWagga,36.4,22,No
WaggaWagga,38.2,7,No
WaggaWagga,38.9,12,No
WaggaWagga,41.6,16,No
WaggaWagga,34.8,35,No
WaggaWagga,28,36,No
WaggaWagga,30,16,No
WaggaWagga,32.7,16,NaN
WaggaWagga,34.4,15,NaN
WaggaWagga,38.4,26,No
WaggaWagga,34.4,31,Yes
WaggaWagga,34.5,37,No
WaggaWagga,34.3,34,No
WaggaWagga,39.8,26,No
WaggaWagga,45,12,No
WaggaWagga,43,19,NaN
WaggaWagga,27.6,74,NaN
WaggaWagga,26,29,Yes
WaggaWagga,30.3,25,No
WaggaWagga,32.3,22,No
WaggaWagga,36.3,9,No
WaggaWagga,34.9,24,No
WaggaWagga,26.8,19,NaN
WaggaWagga,23.4,19,NaN
WaggaWagga,22.5,27,No
WaggaWagga,28.1,17,No
WaggaWagga,34.6,11,No
WaggaWagga,37.5,8,No
WaggaWagga,35,9,No
WaggaWagga,30.8,31,No
WaggaWagga,30.1,26,No
WaggaWagga,31.4,28,No
WaggaWagga,32.7,25,No
WaggaWagga,33.4,26,No
WaggaWagga,34.5,30,No
WaggaWagga,33.4,27,No
WaggaWagga,27.5,54,Yes
WaggaWagga,32.2,29,NaN
WaggaWagga,30.6,21,Yes
WaggaWagga,29.3,20,No
WaggaWagga,29,23,No
WaggaWagga,29.7,24,No
WaggaWagga,32,18,No
WaggaWagga,33.5,16,NaN
WaggaWagga,36.9,8,NaN
WaggaWagga,28.7,31,Yes
WaggaWagga,31.9,22,No
WaggaWagga,32,39,No
WaggaWagga,32.9,33,No
WaggaWagga,33.5,31,No
WaggaWagga,32.1,30,No
WaggaWagga,33,36,No
WaggaWagga,32.3,43,No
WaggaWagga,25.6,83,Yes
WaggaWagga,24.9,82,No
WaggaWagga,25.8,77,Yes
WaggaWagga,27.4,41,No
WaggaWagga,27,53,No
WaggaWagga,32,29,No
WaggaWagga,35.6,32,No
WaggaWagga,26.7,30,Yes
WaggaWagga,28.9,21,No
WaggaWagga,22.7,28,No
WaggaWagga,21.9,28,No
WaggaWagga,23,27,No
WaggaWagga,24.6,35,No
WaggaWagga,25,32,No
WaggaWagga,24.2,26,No
WaggaWagga,23.9,27,No
WaggaWagga,24.8,24,No
WaggaWagga,25.2,30,No
WaggaWagga,26.7,26,NaN
WaggaWagga,22.5,80,Yes
WaggaWagga,20,54,Yes
WaggaWagga,22.4,34,No
WaggaWagga,24.7,34,No
WaggaWagga,24.8,34,No
WaggaWagga,25.4,26,No
WaggaWagga,23,28,No
WaggaWagga,24.7,28,No
WaggaWagga,27.4,21,No
WaggaWagga,27.9,25,No
WaggaWagga,25.7,29,No
WaggaWagga,27.2,32,No
WaggaWagga,20.4,87,No
WaggaWagga,23,52,Yes
WaggaWagga,25.1,40,NaN
WaggaWagga,25.2,44,Yes
WaggaWagga,19.5,85,Yes
WaggaWagga,14.2,69,Yes
WaggaWagga,15.8,41,Yes
WaggaWagga,17.5,49,No
WaggaWagga,20.1,55,NaN
WaggaWagga,19.8,54,NaN
WaggaWagga,20.4,53,No
WaggaWagga,17.7,39,No
WaggaWagga,18,29,No
WaggaWagga,20,35,No
WaggaWagga,21.3,50,No
WaggaWagga,21.9,35,No
WaggaWagga,16.2,30,No
WaggaWagga,16.9,33,No
WaggaWagga,19,32,No
WaggaWagga,20.1,33,No
WaggaWagga,19,48,No
WaggaWagga,18.2,54,No
WaggaWagga,21.2,46,No
WaggaWagga,19.4,57,No
WaggaWagga,20,42,No
WaggaWagga,19.2,37,No
WaggaWagga,18.7,43,No
WaggaWagga,23.1,31,No
WaggaWagga,16.9,96,No
WaggaWagga,18.3,62,NaN
WaggaWagga,18.4,66,NaN
WaggaWagga,19.3,48,Yes
WaggaWagga,20.4,51,No
WaggaWagga,16.7,61,Yes
WaggaWagga,14.5,69,No
WaggaWagga,18.2,58,No
WaggaWagga,18.2,55,NaN
WaggaWagga,15.4,57,NaN
WaggaWagga,12.1,58,No
WaggaWagga,10.4,86,No
WaggaWagga,12.8,46,No
WaggaWagga,13.9,46,No
WaggaWagga,14.3,39,No
WaggaWagga,15.6,36,No
WaggaWagga,15,50,No
WaggaWagga,13.8,57,No
WaggaWagga,14.5,44,Yes
WaggaWagga,16.1,40,No
WaggaWagga,16.1,48,No
WaggaWagga,13.2,80,No
WaggaWagga,18.1,53,No
WaggaWagga,18.4,46,No
WaggaWagga,14.9,59,No
WaggaWagga,17.3,44,No
